,Clean_Text,label
28912,reception eating nasty ass pasta woot beautiful,1
23433,guys literally going sydney junejuly hols meet wanna try lindt cafes,1
34257,chillin uploadinng videos took myspace showw awesomme,1
37518,yesterday awesome sunny day best friends good food amp tons fun ask,1
39887,home home  time step outside life,1
34889,happy mothers day mommys,2
899,remember mom said eating junk food going sick wasnt wrong anxiety depression mental disorders gut biome disorders loveyourbiome httpswwwbbccomnewshealth ,0
36395,haha mondo want send,1
37533,cracking night night dont think ive laughed nice lazy day today woop,1
1556,dont know depression im boring uninteresting hmmm,0
33862,honey great health,1
38065,happy mothers day,1
28909,playing pacman itouch lol,1
25732,cant wait things,1
34137,wow great list need shop,2
23055,happy bank holiday,1
90,small penisyesyou suffer depressionthis causes lonelinesstry adderall,0
6209,good luck twpp hours time think way home fun,1
23041,yay home,1
20080,new single bought awesome boys,1
32436,thank god starbucks,1
28905,chillin bros couple yeunglings doesnt better,1
34327,ill definitely write look forward article re if write it fun,1
27434,months today till im mrs josiah ahhhh,2
25009,its voting vs simple true yr stronger cover best wo looking pink glasses,1
11206,realized tonights drake,1
37009,hi im better drinking hot tea honey  thanks care plis,1
20751,youre france cheri,2
21309,bet great bags cant wait,1
4990,yes pm pm right,1
34513,totally got hit bar guests ha hayay,1
9014,httpbitlynyhmz dionusia,1
22743,simple know use hahaa im glad youre okay x x x,1
22946,impressed,2
35419,fuck yeah dude ask fucking know howre,1
20714,yeeeee haha funniest thing dudes cant ball bring hot gfs watch murked,1
10367,feeling able want long quotgreenquot,1
30697,food looks amazing dessert frozen grand marnier souffle course eat  bar,1
24157,got alot runnin today job app completed file glad got job,1
22601,excellent analogy,1
22595,thanks hope  iv playing dmc like  times kinda sick hehe,2
23158,pretty happy things changed past  monthsdefinitely best,1
38878,gloomy day cant stop bliss hope ronaldo score derby match today,1
29177,thats good guys love come visit sonetime,2
32408,finished loading aim guess updates twitter message at katie arttt,1
22848,watched new tmobile advert youtube love quothey judequot,1
1840, points  yesterday novemberand silent stock market tanking historically low trump worst depression silent,0
21430,rachmaninoff makes happy panda,1
36325,bit lie eaten bread way good giveaway,1
126,emptiness feel overwhelming missing restored,0
39450,rove going cut short wash hair watch family guy harpers island,2
24420,finish sketches und skate yeeeehaaa got new deck,1
20981,morning ali big thank yesterday love xxxx bike today dont forget helmet ok,1
30436,aww thanks glad appreciated weather yesterday,1
26596,good morning pretty outside today,1
23152,httptwitpiccomdmtn saw pic reminded anna king cuuuute little fella,1
20152,archetype thing comm class studied archetypes popular media reading links thanks,1
1266,hahaha yeah cant twitter,1
8994,surprise probably dont know,2
2812,letter car insurance ouch,2
22259,teehee good,1
39835,firefly weekend scifi channel im happy man,1
14553,babe u aint reading tweets phone fallen apart new comes nxt wk track ball keeps fallin phone,2
37760,globe theatre rocksnothing better romeo amp juliet supposed watched,1
17368,oh thanks blog entry ordered days ago feel dumb,2
750,kish talking bout depression wanted cry im literally working hard dont people,0
16326,dang wish tickets sundays game,1
684,wrote piece blog called benefits writing mental health read httpswwwflyonthewallpoetrycouksinglepostthebenefitsofwritingtoyourmentalhealth  mentioned piece story wrote help depression share blog httpspoetryhubwordpresscom,0
1125,little family party tonight hope rocked,1
33042,lol omg replied ppl thx,1
28092,working ass completely happy,1
21980,happy star wars day,1
35091,going bed stores closed,2
38885,ok peeps good morning im going bed hit later,1
32204,possibly nyquil tonight doctors monday i hope swine google mapsjk,2
22416,happy juddday carrie,1
25311,created account chance chat  admire youre amazing inspire write lt,1
37282,hey lets follow wouldnt awesome,1
13781,know theres reason,2
10938,grrrr cant enjoy beautiful day finish damned essay philosophy,1
883,josh called big bucket ugly wish luck audition tweets,2
39726, downloads quickpwn b cydia thanks playing,1
19870,missed today greatest day im burnt shit lmfao nice tan  rides  hrs lt,1
94,depression makes question purpose life leaving feeling lost devoid meaning,0
25780,saw liked bad ,1
23995,haha axe popped scenie,2
20824,nice weather today alex,1
16522,dammit locked keys car mama whos laughlin aaa,2
36011,home tonight fun thanks,1
35003,far gone better expectedsure helps raised dog feel im things right,1
36802,yeah goes brings things  let called quotbird milkquot,1
22055,ive way round park jogging pleased th outing,1
32986,happy mothers day mom mom stroll beaches laterhopefully,1
33769,im proud dr house detoxing amber hallucination evil,1
32331,yeh yeh switch cingular friends tmobile free minutes yo,1
35762,watching snl ucsd girls laughing twitterblackberry jokes thought id tweet,1
36925,wow hugh jackman totally bulked wolverine moviebut helloooo nurse hes dreeaamy yup crushed spirit mend,1
32426,works fine,2
20679,happy finally indy  horrors  remain held captive indys spirit,1
39152,quotviewers linkedin profiel viewed barack obama francisco van jole erwin blomquot im good company,1
20912,writing awesome raunchy dream brooke ahaha,2
11337,yeahshe passed week sad,2
31485,look httptwitpiccomwcqa cant heck,2
27223,httptwitpiccomjg haha looks little like u charlie lol,1
11240,stopped drugs,2
19620,breakdown better acts unfortunately britains got little talent,1
15216,im upset look   thought  whatt thats unfair,2
30210,phone w chantellie lt,1
16190,excited booked tickets vegas we live uk cant believe price tickets,1
2494,chilled room baby book missed bro leavin cool stripper shirt said suppoort single moms funny,1
21500,yaaaawwwwnnnn thx bank holiday lets today prepared,1
4081,im making logo photoshop amp didnt work hehe try lah,2
19054,wow storm power,2
14788,oh man better fix ugh stupid verizon,2
1032,yes depression round pictwittercomoiqlygpwbw,0
2201,worktoo email inbox,2
5438,shopping tonight cant wait lucky bastard finished work im stuck forever,1
1311,depression ugly beast,0
12946,woke saw sun isnt need start waking early,2
37746,miss mcfly night row centre danny making laugh lol,1
31603,amazing concert got good video pictures,1
31456,going jacks dinner bff,1
30850,good day going bed,1
34928,great time singing karaoke famgood times,2
4956,yes copyright exemption apparently trying ensure rest world doesnt sccr,1
34416,fantastic shows row,1
19343,goodness gracious chair broke,2
31526,yay u ddub   men happy amp motivated,1
38879,congrats sarah thats awsum,1
12377,symantec ghost image corruption making cry,1
21663,thank,1
24990,u mean jack barakats wow u gone house hehe mean ur ssoo lucky address,2
14138,nick happy birthday birthday yesterday,1
23739,worry got question starts  minute thinking caps,2
28459,cant wait definately going amazing lt michelle,1
12586,arghh feel like lobster sunburn hurts,2
25061,lame breakfast,2
39428,good luck pressure test dont worry great masterchef,1
21421,heh thanks adorable plug cough info at wwwsamstephenscom cough cough,1
5377,hey welcome va lol muggy dc worst summer id,1
14576,lucky mom paid ill shopping,1
20091,good job,1
2906,erocka ruler called gets love whats,2
14567,supposeddd hang al mommy wont let dooo blah hahaha,1
27489,min im stimulate biz  sale good customer service awards breast cancer camp koozies product variety,1
29299,twilightguycom kalebnationcom youtubecomkalebnation sry spamming love,1
32270,freaking awesome job tonight lot fun pictures wanna send,1
34518,exercise u walk run bike blade skate surf feels gooooooood,1
24033,going shopping sunday dinner round p,1
23422,great obviously check twitter know important stuff thats going,1
27681,got dvd books,1
5983,drive dad airport fly vegas wsop wanna vegas,1
11322,nooooo im gonna beat important thinks new name,2
16238,sorry hear,2
17427,yeah great noise tripped house circuit breaker good times  worth parts,1
13992,rude going cabin drinking lizlove im proud momma finally learned properly twit,1
3603,got refused bottle morgans tesco despite saying helen verify age shocking left shopping x,2
31872,hahayeahth maylolim greeting advance haha,1
39773,good role models like yinz think,1
25783,li hours ago n work yay,1
19305,enjoyed  steak quesadillas kinda mad cause im gonna miss laker game,1
77,feel like im standing edge precipice step away succumbing void,0
20858,ending day walk nice walk gelato,1
32941,taco bell trampyesssssir,1
28132,lol feel like drunk right,1
5939,wow fastnext soderling ferrer gilles simon lost,2
32164,haha know super easy sat toy counter gave kids little toy wanted theyre tickets,2
39642,aha thanks jae,1
36405,hahah u know mannnnnn trust ima freak proud,1
1689,ship im stuck,2
24336,good,1
30509,happy mothers day mang thank love,2
32173,pen,1
38726,saw play amazing,1
21078,awaiting watch lfctv  am liverpool vs newcastle game yesterday,1
22670, day birthday,1
30350,goood moring,1
18568,omg jlo marc anthony old school graduation brb upset,2
39368,early lunch getting dressed amys confirmation,1
19472,aww typing graveimpressive,2
29734,looked page realised radio play want love track,1
23144,thanks ff wink,1
839,black children drown depression talk families,0
11631,days pray better,1
26527,omj jonas best tv,2
36121,thing internet taught people listen colbert report usa,2
36448,nite nite bday girl fun concert,1
25037,httptwitpiccomjf hehe cute pose,1
34161,hey thanx following ill follow,1
8657,found schoolmate died heart attack morning barely  miss u bally,2
4072,sore throat thats suck,2
23714,lol thanks nice meeting aswell looking forward tweetversation,1
23007,ben got twitter good work,1
39156,hahaha massive compared youre sweet scenie,1
32461,hey babe happy hear twitter today amazing,1
21057,chiangmai month year loy krathong best festival,1
12556,hahaha probably sorry weve got things houseand jareds parents house,1
39757,awesome im looking sourcing,1
36293,delicious lets walk hubby misses,1
16575,drove mom brynn mom said im worst driver everreally,2
37608,ooopps slept am best shizzle gear,2
6288,poor heather didnt cheerleading squad im sorry babygirl maybe year,2
564,depression coming like dark horse,0
8810,aawh bad,2
23811,good morning asa mo bs important classes p,1
37600,dont use heard powershell nice,1
13194,dont wanna school monday honest,1
14939,heck whats going,2
9234,burning cds fucking outa blank discs,2
32460,thanks havin overrr,1
321,stop shaping depression anxiety trauma thats past accept experience,0
36696,evrytime listen tat plce reminded mojojojo dexters lab,1
13006,got excited saw bag place cookies usually live when them unfortunately new prescription,2
